Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.03.2020 08:00,6.9,684.7,766.3,,64,Wind blowing from the south-east,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,11.7,,,1500-2000,,,11.0,0.4,No precipitation,12,,,,
23.03.2020 05:00,7.1,685.1,766.6,,63,Wind blowing from the south,2,,7,, ,,,2.0,11.7,,,,,,7.0,0.5,No precipitation,6,,,,
23.03.2020 02:00,7.9,686.8,768.5,-1.2,59,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,11.7,,,2500 or more  or no clouds.,,,12.0,0.4,No precipitation,12,,,,
22.03.2020 23:00,8.2,688.0,770.2,,57,Wind blowing from the east-northeast,1,,7,, ,,,2.0,11.7,,,,,,16.0,0.0,No precipitation,6,,,,
22.03.2020 20:00,10.0,686.8,769.4,1.0,47,Wind blowing from the north-northwest,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,11.7,,,2500 or more  or no clouds.,,,20.0,-0.8,No precipitation,12,,,,
22.03.2020 17:00,11.5,685.8,767.8,,41,Wind blowing from the north-east,3,,7,70 – 80%., ,,,2.0,12.4,,,2500 or more  or no clouds.,,,21.0,-1.3,No precipitation,6,,,,
22.03.2020 14:00,10.5,685.7,767.7,0.8,40,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.4,,,,,,24.0,-2.5,No precipitation,12,,,,
22.03.2020 11:00,7.9,684.9,766.7,,42,Wind blowing from the west-southwest,1,,4,no clouds, ,,,2.0,12.4,,,,,,30.0,-4.2,No precipitation,6,,,,
22.03.2020 08:00,2.6,684.1,766.3,0.6,64,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.4,,,,,,30.0,-3.7,No precipitation,12,,,,
22.03.2020 05:00,4.1,683.5,765.1,,58,Wind blowing from the south-southwest,1,,8,, ,,,1.2,12.4,,,,,,30.0,-3.6,No precipitation,6,,,,
22.03.2020 02:00,5.3,683.3,765.1,0.7,50,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.4,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
21.03.2020 23:00,8.2,682.6,764.6,,36,Wind blowing from the north-west,1,,8,, ,,,1.2,12.4,,,,,,30.0,-6.0,No precipitation,6,,,,
21.03.2020 20:00,10.5,681.3,763.3,0.7,40,Wind blowing from the north-west,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.4,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
21.03.2020 17:00,12.2,680.6,762.1,,42,Wind blowing from the north,3,,8,no clouds, ,,,1.2,12.3,,,,,,29.0,-0.3,No precipitation,6,,,,
21.03.2020 14:00,10.0,681.5,763.4,-0.9,47,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,10.3,,,,,,26.0,-0.8,No precipitation,12,,,,
21.03.2020 11:00,5.2,682.4,765.1,,55,Wind blowing from the south-southwest,1,,5,10%  or less  but not 0, ,,,1.2,6.8,,,1500-2000,,,30.0,-3.3,No precipitation,6,,,,
21.03.2020 08:00,1.8,682.2,765.4,-0.4,71,Wind blowing from the south-east,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.8,,,,1500-2000,,,30.0,-2.9,Trace of precipitation,12,,,,
21.03.2020 05:00,3.0,682.6,765.7,,74,Wind blowing from the east-southeast,0,,,,Mist. ,,,2.8,,,,,,,7.0,-1.2,No precipitation,6,,,,
21.03.2020 02:00,3.0,683.3,766.0,0.0,83,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,8.3,,,2500 or more  or no clouds.,,,7.0,0.4,No precipitation,12,,,,
20.03.2020 23:00,3.1,683.3,766.1,,85,Wind blowing from the east,1,,7,, ,,,3.0,10.9,,,,,,14.0,0.8,No precipitation,6,,,,
20.03.2020 20:00,3.4,683.2,766.3,1.0,82,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,1500-2000,,,14.0,0.5,No precipitation,12,,,,
20.03.2020 17:00,3.1,682.2,765.0,,88,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,1500-2000,,,4.3,1.3,No precipitation,6,,,,
20.03.2020 14:00,5.9,682.4,764.2,0.7,63,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.5,,,1500-2000,,,23.0,-0.6,No precipitation,12,,,,
20.03.2020 11:00,5.4,681.7,763.0,,58,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,3.1,15.5,,,1500-2000,,,30.0,-2.4,No precipitation,6,,,,
20.03.2020 08:00,3.2,681.1,762.4,0.3,63,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.5,,,1500-2000,,,30.0,-3.2,No precipitation,12,,,,
20.03.2020 05:00,4.6,680.8,761.6,,59,Wind blowing from the north-west,2,,8,, ,,,4.6,15.5,,,,,,30.0,-2.7,No precipitation,6,,,,
20.03.2020 02:00,8.3,680.3,760.5,-0.5,53,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,15.5,,,2500 or more  or no clouds.,,,30.0,-0.7,No precipitation,12,,,,
19.03.2020 23:00,10.9,680.8,761.1,,52,Wind blowing from the south-southwest,1,,8,, ,,,7.2,15.5,,,,,,25.0,1.4,No precipitation,6,,,,
19.03.2020 20:00,13.2,680.5,761.0,,41,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%, ,,,7.2,15.5,,,1500-2000,,,30.0,0.2,No precipitation,6,,,,
19.03.2020 17:00,14.9,680.5,760.8,,38,Wind blowing from the north-east,4,,8,90  or more  but not 100%, ,,,7.2,18.0,,,2500 or more  or no clouds.,,,30.0,0.7,No precipitation,6,,,,
19.03.2020 14:00,14.8,682.5,762.7,,37,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.1,,,,,,29.0,0.3,No precipitation,12,,,,
19.03.2020 11:00,12.0,684.2,764.8,,45,Wind blowing from the south,1,,5,no clouds, ,,,7.2,18.1,,,,,,20.0,0.4,No precipitation,6,,,,
19.03.2020 08:00,8.2,684.7,765.4,-0.2,52,Wind blowing from the south-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,18.1,,,2500 or more  or no clouds.,,,18.0,-1.3,No precipitation,12,,,,
