Local time in Lanzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 02:00,-6.9,610.3,769.7,-0.3,45,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.3,,,2500 or more  or no clouds.,,,9.0,-17.0,No precipitation,12,,,,
18.02.2020 23:00,-4.7,610.6,770.7,,38,Wind blowing from the south-southwest,3,,5,,Haze. ,,,-10.0,5.3,,,,,,5.0,-17.1,No precipitation,6,,,,
18.02.2020 20:00,-2.2,610.0,771.9,1.1,26,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.3,,,2500 or more  or no clouds.,,,6.0,-19.1,No precipitation,12,,,,
18.02.2020 17:00,4.6,608.9,767.8,,15,Wind blowing from the west,1,,5,90  or more  but not 100%, ,,,-10.0,6.6,,,,,,20.0,-19.8,No precipitation,6,,,,
18.02.2020 14:00,3.7,610.1,768.8,-2.4,15,Wind blowing from the north-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,7.3,,,2500 or more  or no clouds.,,,18.0,-20.5,No precipitation,12,,,,
18.02.2020 11:00,-0.1,612.5,773.3,,20,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,,,,,,,,18.0,-20.3,,,,,,
18.02.2020 08:00,-8.8,612.4,774.7,0.5,43,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,7.3,,,2500 or more  or no clouds.,,,13.0,-19.3,No precipitation,12,,,,
18.02.2020 05:00,-7.3,611.9,771.0,,36,Wind blowing from the north-west,1,,8,, ,,,-13.9,7.3,,,,,,19.0,-20.1,No precipitation,6,,,,
18.02.2020 02:00,-4.6,612.2,771.2,-0.3,33,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,7.3,,,2500 or more  or no clouds.,,,10.0,-18.7,No precipitation,12,,,,
17.02.2020 23:00,-5.4,612.5,773.9,,33,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,10.0,-19.4,,,,,,
17.02.2020 20:00,-1.6,611.7,774.5,0.5,23,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,7.3,,,2500 or more  or no clouds.,,,14.0,-20.0,No precipitation,12,,,,
17.02.2020 17:00,6.5,611.2,771.7,,12,Wind blowing from the south-east,5,,8,90  or more  but not 100%, ,,,-13.9,7.3,,,,,,27.0,-20.8,No precipitation,6,,,,
17.02.2020 14:00,4.4,612.7,774.2,-2.6,15,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,4.4,,,,,,21.0,-20.0,No precipitation,12,,,,
17.02.2020 11:00,-2.0,615.3,778.3,,22,Wind blowing from the north-east,1,,,no clouds, ,,,-13.9,3.7,,,,,,12.0,-20.8,No precipitation,6,,,,
17.02.2020 08:00,-10.6,615.4,780.4,0.6,42,Wind blowing from the north-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,3.7,,,,,,14.0,-21.2,No precipitation,12,,,,
17.02.2020 05:00,-11.9,614.8,777.3,,54,Wind blowing from the west,1,,4,,Haze. ,,,-15.8,3.7,,,,,,4.7,-19.5,No precipitation,6,,,,
17.02.2020 02:00,-11.7,615.5,779.2,0.1,46,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,3.7,,,2500 or more  or no clouds.,,,6.0,-21.2,No precipitation,12,,,,
16.02.2020 23:00,-7.9,615.4,779.3,,32,Wind blowing from the west,1,,,, ,,,,,,,,,,10.0,-22.0,,,,,,
16.02.2020 20:00,-5.1,614.3,780.1,1.6,22,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,3.7,,,,,,2.2,-23.5,No precipitation,12,,,,
16.02.2020 17:00,3.2,612.7,775.6,,10,Wind blowing from the north,2,,4,no clouds, ,,,-15.8,3.7,,,,,,30.0,-25.5,No precipitation,6,,,,
16.02.2020 14:00,0.0,612.7,775.9,-1.5,16,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.3,,,,,,26.0,-22.8,No precipitation,12,,,,
16.02.2020 11:00,-4.6,614.2,779.1,,26,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,14.0,-21.1,,,,,,
16.02.2020 08:00,-13.6,613.6,780.3,0.2,49,Wind blowing from the north-northwest,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-2.0,,,2500 or more  or no clouds.,,,15.0,-22.2,No precipitation,12,,,,
16.02.2020 05:00,-14.9,613.4,778.3,,55,Wind blowing from the west,1,,5,, ,,,-16.9,-2.0,,,,,,7.0,-22.1,No precipitation,6,,,,
16.02.2020 02:00,-12.5,614.4,779.8,-1.0,41,Wind blowing from the west,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.0,,,2500 or more  or no clouds.,,,5.0,-23.0,No precipitation,12,,,,
15.02.2020 23:00,-11.9,615.4,782.2,,35,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,9.0,-24.2,,,,,,
15.02.2020 20:00,-8.3,615.1,783.1,0.7,26,Wind blowing from the west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.0,,,2500 or more  or no clouds.,,,3.8,-24.3,No precipitation,12,,,,
15.02.2020 17:00,-2.3,614.4,780.2,,15,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-16.9,-2.0,,,,,,29.0,-25.4,No precipitation,6,,,,
15.02.2020 14:00,-5.1,615.5,781.9,-2.2,31,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.0,,,,,,28.0,-19.9,No precipitation,12,,,,
15.02.2020 11:00,-9.4,617.7,785.0,,41,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,25.0,-20.4,,,,,,
15.02.2020 08:00,-16.1,617.2,786.1,0.3,65,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.0,,,,,,16.0,-21.2,No precipitation,12,,,,
15.02.2020 05:00,-16.7,616.9,784.5,,67,Calm  no wind,0,,,, ,,,-16.9,-3.0,,,,,,18.0,-21.5,No precipitation,6,,,,
15.02.2020 02:00,-14.6,617.5,784.0,-0.3,54,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.0,,,2500 or more  or no clouds.,,,23.0,-22.0,No precipitation,12,,,,
14.02.2020 23:00,-11.3,617.8,784.0,,40,Wind blowing from the north-east,3,,,, ,,,,,,,,,,30.0,-22.4,,,,,,
14.02.2020 20:00,-9.6,616.1,781.6,3.7,41,Wind blowing from the north-east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-1.1,,,2500 or more  or no clouds.,,,26.0,-20.6,No precipitation,12,,,,
14.02.2020 17:00,-5.5,612.4,775.0,,38,Wind blowing from the north-northeast,5,,,90  or more  but not 100%, ,,,,,,,,,,19.0,-17.8,,,,,,
14.02.2020 14:00,-3.7,611.1,772.8,-0.6,28,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,,,,2500 or more  or no clouds.,,,20.0,-19.5,No precipitation,12,,,,
14.02.2020 11:00,-6.0,611.7,774.4,,29,Wind blowing from the north,4,,,90  or more  but not 100%, ,,,,,,,,,,18.0,-21.1,,,,,,
14.02.2020 08:00,-7.0,609.8,770.8,1.6,26,Wind blowing from the north-west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,,,,2500 or more  or no clouds.,,,21.0,-23.2,No precipitation,12,,,,
14.02.2020 05:00,-5.6,608.2,766.2,,41,Wind blowing from the north-west,2,,11,, ,,,-7.7,9.7,,,,,,8.0,-17.0,No precipitation,6,,,,
14.02.2020 02:00,-5.7,608.7,765.8,-0.2,47,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,9.7,,,2500 or more  or no clouds.,,,13.0,-15.4,No precipitation,12,,,,
13.02.2020 23:00,-5.8,608.9,767.3,,43,Wind blowing from the east-northeast,1,,12,,Haze. ,,,-7.7,9.7,,,,,,5.0,-16.6,No precipitation,6,,,,
13.02.2020 20:00,-1.1,607.8,767.9,4.2,32,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,9.7,,,2500 or more  or no clouds.,,,10.0,-16.0,No precipitation,12,,,,
13.02.2020 17:00,5.4,603.6,760.4,,19,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,13.6,,,2500 or more  or no clouds.,,,5.0,-16.3,No precipitation,6,,,,
13.02.2020 14:00,8.4,602.7,758.0,-1.5,16,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,13.9,,,2500 or more  or no clouds.,,,21.0,-15.9,No precipitation,12,,,,
13.02.2020 11:00,4.7,604.2,760.7,,20,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,13.0,-16.3,,,,,,
13.02.2020 08:00,-6.2,603.1,761.3,1.3,38,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,,,,2500 or more  or no clouds.,,,13.0,-18.4,No precipitation,12,,,,
13.02.2020 05:00,-5.5,601.8,755.7,,38,Wind blowing from the west,2,,4,, ,,,-10.2,13.9,,,,,,19.0,-17.8,No precipitation,6,,,,
13.02.2020 02:00,-4.4,603.0,757.7,-0.9,32,Wind blowing from the west-northwest,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,13.9,,,2500 or more  or no clouds.,,,6.0,-18.9,No precipitation,12,,,,
12.02.2020 23:00,-3.4,603.9,760.4,,29,Wind blowing from the west,2,,5,,Haze. ,,,,13.9,,,,,,5.0,-19.2,No precipitation,6,,,,
12.02.2020 20:00,1.2,604.0,763.7,0.2,17,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,13.9,,,,,,8.0,-21.1,No precipitation,12,,,,
12.02.2020 17:00,13.2,603.8,758.8,,8,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-10.2,13.9,,,,,,23.0,-20.4,No precipitation,6,,,,
12.02.2020 14:00,10.4,604.8,760.9,-1.5,12,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,11.4,,,2500 or more  or no clouds.,,,18.0,-17.8,No precipitation,12,,,,
12.02.2020 11:00,4.1,606.3,763.7,,17,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,19.0,-18.7,,,,,,
12.02.2020 08:00,-10.1,605.9,765.6,0.2,55,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,,,,,,,9.0,-17.6,No precipitation,12,,,,
12.02.2020 05:00,-7.5,605.7,761.8,,44,Wind blowing from the west-northwest,1,,4,, ,,,-10.0,11.4,,,,,,17.0,-17.9,No precipitation,6,,,,
12.02.2020 02:00,-7.6,606.3,763.2,-0.7,42,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,11.4,,,2500 or more  or no clouds.,,,3.8,-18.5,No precipitation,12,,,,
11.02.2020 23:00,-4.2,607.0,764.9,,32,Wind blowing from the north,1,,5,,Haze. ,,,-10.0,11.4,,,,,,4.7,-18.4,No precipitation,6,,,,
11.02.2020 20:00,2.6,606.7,766.4,1.0,19,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,11.4,,,,,,8.0,-18.7,No precipitation,12,,,,
11.02.2020 17:00,10.9,605.7,762.1,,10,Wind blowing from the east-northeast,1,,5,no clouds, ,,,-10.0,11.4,,,,,,24.0,-19.5,No precipitation,6,,,,
11.02.2020 14:00,9.1,606.2,762.2,-1.5,17,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,10.4,,,,,,14.0,-14.6,No precipitation,12,,,,
11.02.2020 11:00,3.1,607.7,765.6,,31,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,12.0,-12.7,,,,,,
11.02.2020 08:00,-9.6,607.0,767.4,0.3,71,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,,,,,,,7.0,-14.0,No precipitation,12,,,,
11.02.2020 05:00,-8.4,606.7,763.7,,69,Wind blowing from the west-northwest,1,,4,, ,,,-9.6,10.4,,,,,,8.0,-13.2,No precipitation,6,,,,
11.02.2020 02:00,-4.8,607.0,763.6,0.0,53,Wind blowing from the west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,10.4,,,2500 or more  or no clouds.,,,6.0,-13.1,No precipitation,12,,,,
10.02.2020 23:00,-3.4,607.0,764.8,,45,Wind blowing from the west-southwest,1,,4,,Haze. ,,,-9.6,10.4,,,,,,5.0,-13.8,No precipitation,6,,,,
10.02.2020 20:00,1.0,606.1,766.3,0.8,35,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,10.4,,,2500 or more  or no clouds.,,,5.0,-13.0,No precipitation,12,,,,
10.02.2020 17:00,9.7,605.3,762.1,,19,Wind blowing from the south-east,1,,4,70 – 80%., ,,,-9.6,10.4,,,2500 or more  or no clouds.,,,19.0,-12.8,No precipitation,6,,,,
10.02.2020 14:00,7.5,606.0,762.6,-2.1,23,Wind blowing from the north,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,8.9,,,2500 or more  or no clouds.,,,12.0,-12.2,No precipitation,12,,,,
10.02.2020 11:00,2.7,608.1,765.7,,35,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-9.6,8.9,,,,,,8.0,-11.2,No precipitation,6,,,,
10.02.2020 08:00,-9.5,608.2,769.3,0.1,72,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,8.9,,,2500 or more  or no clouds.,,,1.0,-13.7,No precipitation,12,,,,
10.02.2020 05:00,-8.5,608.1,766.0,,63,Wind blowing from the south-west,1,,3,, ,,,-11.3,8.9,,,,,,10.0,-14.4,No precipitation,6,,,,
10.02.2020 02:00,-5.2,609.3,767.1,-0.7,48,Wind blowing from the west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,8.9,,,2500 or more  or no clouds.,,,6.0,-14.7,No precipitation,12,,,,
09.02.2020 23:00,-2.1,610.0,768.7,,46,Wind blowing from the west,2,,4,, ,,,-11.3,8.9,,,,,,8.0,-12.4,No precipitation,6,,,,
09.02.2020 20:00,-0.4,610.0,772.1,0.3,45,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,8.9,,,2500 or more  or no clouds.,,,2.1,-11.1,No precipitation,12,,,,
09.02.2020 17:00,8.1,609.7,768.3,,23,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,-11.3,8.9,,,,,,17.0,-11.7,No precipitation,6,,,,
09.02.2020 14:00,6.3,611.8,771.0,-2.9,27,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,6.3,,,,,,13.0,-11.3,No precipitation,12,,,,
09.02.2020 11:00,1.1,614.7,776.0,,34,Wind blowing from the north-east,1,,4,no clouds, ,,,-11.3,5.3,,,,,,7.0,-13.0,No precipitation,6,,,,
09.02.2020 08:00,-11.0,615.0,779.8,-0.2,81,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,5.3,,,,,,2.4,-13.7,No precipitation,12,,,,
09.02.2020 05:00,-9.3,615.2,776.5,,72,Wind blowing from the west,1,,4,,Haze. ,,,-10.0,5.3,,,,,,6.0,-13.5,No precipitation,6,,,,
09.02.2020 02:00,-7.5,615.9,776.8,-0.6,56,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.3,,,2500 or more  or no clouds.,,,11.0,-14.9,No precipitation,12,,,,
08.02.2020 23:00,-6.4,616.5,778.1,,54,Wind blowing from the west,0,,5,,Haze. ,,,-6.8,5.3,,,,,,4.0,-14.3,No precipitation,6,,,,
08.02.2020 20:00,-4.7,615.9,778.9,1.5,44,Wind blowing from the south-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.3,,,2500 or more  or no clouds.,,,3.5,-15.3,No precipitation,12,,,,
08.02.2020 17:00,4.5,614.4,773.7,,20,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-5.3,5.3,,,,,,19.0,-16.5,No precipitation,6,,,,
08.02.2020 14:00,4.4,614.8,774.5,-1.8,21,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.4,,,2500 or more  or no clouds.,,,18.0,-16.0,No precipitation,12,,,,
08.02.2020 11:00,1.5,616.6,777.2,,36,Wind blowing from the north-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,14.0,-12.2,,,,,,
08.02.2020 08:00,-4.7,615.6,777.5,0.8,63,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,-10.8,No precipitation,12,,,,
08.02.2020 05:00,-4.0,614.8,774.2,,59,Wind blowing from the west,1,,,, ,,,,,,,,,,9.0,-11.0,,,,,,
08.02.2020 02:00,-4.5,614.6,774.4,0.3,65,Wind blowing from the north-west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,5.4,,,2500 or more  or no clouds.,,,5.0,-10.2,No precipitation,12,,,,
07.02.2020 23:00,-3.3,614.3,775.6,,60,Wind blowing from the north,1,,,, ,,,,,,,,,,8.0,-10.1,,,,,,
07.02.2020 20:00,-1.8,612.8,775.3,1.9,57,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,5.4,,,2500 or more  or no clouds.,,,4.7,-9.3,No precipitation,12,,,,
07.02.2020 17:00,4.7,610.9,771.5,,37,Wind blowing from the north,1,,5,90  or more  but not 100%, ,,,-11.8,6.3,,,,,,16.0,-9.0,No precipitation,6,,,,
07.02.2020 14:00,3.8,611.2,771.8,-1.3,41,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,6.3,,,,,,10.0,-8.5,No precipitation,12,,,,
07.02.2020 11:00,-2.2,612.5,774.3,,74,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,6.0,-6.3,,,,,,
07.02.2020 08:00,-8.5,611.4,773.5,1.4,97,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,6.3,,,,,,5.0,-8.9,No precipitation,12,,,,
07.02.2020 05:00,-10.8,610.0,769.9,,95,Wind blowing from the west,1,,,, ,,,,,,,,,,3.9,-11.5,,,,,,
07.02.2020 02:00,-10.0,609.5,769.7,0.4,88,Wind blowing from the south,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.3,,,2500 or more  or no clouds.,,,4.0,-11.7,No precipitation,12,,,,
06.02.2020 23:00,-6.4,609.1,769.6,,77,Wind blowing from the south,1,,6,,Haze. ,,,-12.3,6.3,,,,,,6.0,-9.8,No precipitation,6,,,,
06.02.2020 20:00,-1.8,607.8,770.0,1.0,52,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,6.3,,,2500 or more  or no clouds.,,,11.0,-10.5,No precipitation,12,,,,
06.02.2020 17:00,6.2,606.8,765.6,,29,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,-12.3,6.2,,,,,,23.0,-10.5,No precipitation,6,,,,
06.02.2020 14:00,3.8,607.7,767.2,-1.9,40,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,4.0,,,2500 or more  or no clouds.,,,14.0,-8.8,No precipitation,12,,,,
06.02.2020 11:00,-1.1,609.6,770.8,,56,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,11.0,-8.9,,,,,,
06.02.2020 08:00,-11.9,609.4,772.6,0.3,93,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.0,,,2500 or more  or no clouds.,,,4.3,-12.8,No precipitation,12,,,,
06.02.2020 05:00,-10.1,609.1,770.2,,91,Wind blowing from the north-west,1,,3,,Mist. ,,,-12.0,1.0,,,,,,5.0,-11.3,No precipitation,6,,,,
06.02.2020 02:00,-9.3,609.8,771.1,-0.3,87,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.0,,,2500 or more  or no clouds.,,,4.3,-11.1,No precipitation,12,,,,
05.02.2020 23:00,-8.0,610.1,772.0,,83,Wind blowing from the north-west,1,,5,,Mist. ,,,-12.0,1.0,,,,,,6.0,-10.4,No precipitation,6,,,,
05.02.2020 20:00,-3.4,609.1,771.3,1.6,71,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.0,,,2500 or more  or no clouds.,,,1.3,-8.0,No precipitation,12,,,,
05.02.2020 17:00,0.8,607.5,768.3,,56,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,15.0,-7.1,,,,,,
05.02.2020 14:00,-0.1,607.0,767.4,-0.9,59,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.8,,,2500 or more  or no clouds.,,,11.0,-7.3,No precipitation,12,,,,
05.02.2020 11:00,-2.8,607.9,768.6,,64,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,10.0,-8.8,,,,,,
