Local time in Xi'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,7.7,734.2,771.5,1.1,89,Wind blowing from the south,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,1000-1500,,,10.0,6.0,6.0,12,,,,
27.03.2020 05:00,7.2,733.1,770.2,-1.1,88,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,,,7.2,18.9,,,2500 or more  or no clouds.,,,17.0,5.3,6.0,12,,,,
27.03.2020 02:00,7.9,734.2,771.1,-0.3,85,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,18.9,,,2500 or more  or no clouds.,,,14.0,5.5,6.0,12,,,,
26.03.2020 23:00,8.2,734.5,771.3,1.8,89,Wind blowing from the south,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,8.2,19.6,,,2500 or more  or no clouds.,,,2.3,6.5,4.0,12,,,,
26.03.2020 20:00,11.1,732.7,769.3,3.4,60,Wind blowing from the north-northeast,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.5,,,1000-1500,,,21.0,3.6,Trace of precipitation,12,,,,
26.03.2020 17:00,14.7,729.3,765.4,,43,Wind blowing from the west-southwest,3,,10,100%., ,,,14.7,25.3,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,6,,,,
26.03.2020 14:00,17.0,728.2,764.1,0.2,37,Wind blowing from the north-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
26.03.2020 11:00,18.1,728.0,763.8,,34,Wind blowing from the north-northwest,4,,10,90  or more  but not 100%, ,,,17.1,,,,,,,22.0,2.0,No precipitation,6,,,,
26.03.2020 08:00,17.2,725.5,761.0,3.9,29,Wind blowing from the north-northeast,3,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.8,,,2500 or more  or no clouds.,,,6.0,-1.0,No precipitation,12,,,,
26.03.2020 05:00,18.8,721.6,756.6,,28,Wind blowing from the south-west,2,,10,,Haze. ,,,13.9,25.8,,,,,,2.8,-0.1,No precipitation,6,,,,
26.03.2020 02:00,18.0,720.7,755.8,2.5,68,Wind blowing from the north-east,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,25.8,,,2500 or more  or no clouds.,,,7.0,12.0,No precipitation,12,,,,
25.03.2020 23:00,19.6,718.2,753.3,,62,Wind blowing from the north-east,4,,11,, ,,,13.9,25.8,,,,,,9.0,12.1,No precipitation,6,,,,
25.03.2020 20:00,22.5,715.5,750.6,,55,Wind blowing from the east-northeast,3,,11,no clouds, ,,,13.9,25.8,,,,,,11.0,13.0,No precipitation,6,,,,
25.03.2020 17:00,25.4,714.8,749.8,,45,Wind blowing from the east-northeast,5,,,no clouds, ,,,,,,,,,,10.0,12.6,,,,,,
25.03.2020 14:00,24.8,716.3,751.2,-2.7,45,Wind blowing from the north-east,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.8,,,,,,8.0,12.1,No precipitation,12,,,,
25.03.2020 11:00,20.4,719.0,754.3,,57,Wind blowing from the north-east,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.0,,,,,,5.0,11.6,No precipitation,6,,,,
25.03.2020 08:00,15.5,719.5,754.9,0.9,69,Wind blowing from the north-northeast,4,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,24.0,,,,,,5.0,9.8,No precipitation,12,,,,
25.03.2020 05:00,15.1,718.6,753.7,,67,Wind blowing from the north-east,2,,5,,Haze. ,,,11.9,24.0,,,,,,7.0,9.0,No precipitation,6,,,,
25.03.2020 02:00,17.5,719.5,754.6,-0.6,62,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.0,,,2500 or more  or no clouds.,,,8.0,10.1,No precipitation,12,,,,
24.03.2020 23:00,18.5,720.1,755.5,,59,Wind blowing from the east-southeast,1,,8,, ,,,11.9,24.0,,,,,,10.0,10.3,No precipitation,6,,,,
24.03.2020 20:00,21.8,719.7,755.2,0.4,48,Wind blowing from the south-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.0,,,2500 or more  or no clouds.,,,13.0,10.3,No precipitation,12,,,,
24.03.2020 17:00,24.0,719.3,754.7,,41,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,,,,,,14.0,9.9,,,,,,
24.03.2020 14:00,22.7,721.3,756.7,,43,Wind blowing from the north-northeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,23.9,,,,,,10.0,9.5,No precipitation,12,,,,
24.03.2020 11:00,18.5,724.5,760.1,,52,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,9.0,8.5,,,,,,
24.03.2020 08:00,14.0,724.6,760.4,0.6,61,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,23.9,,,2500 or more  or no clouds.,,,8.0,6.6,No precipitation,12,,,,
24.03.2020 05:00,12.1,724.0,759.7,,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,8.0,7.6,,,,,,
24.03.2020 02:00,14.5,724.4,760.0,0.2,68,Wind blowing from the north-east,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,23.9,,,2500 or more  or no clouds.,,,7.0,8.7,No precipitation,12,,,,
23.03.2020 23:00,18.8,724.2,759.7,,51,Wind blowing from the south,2,,6,, ,,,11.8,23.9,,,,,,17.0,8.5,No precipitation,6,,,,
23.03.2020 20:00,19.4,723.4,759.2,,49,Wind blowing from the south,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,23.9,,,2500 or more  or no clouds.,,,11.0,8.4,No precipitation,12,,,,
23.03.2020 17:00,23.5,723.0,758.5,,37,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,15.0,8.0,,,,,,
23.03.2020 14:00,22.3,724.8,760.5,-2.1,37,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,22.4,,,,,,11.0,6.9,No precipitation,12,,,,
23.03.2020 11:00,18.7,726.9,762.8,,38,Wind blowing from the north-northeast,4,,8,no clouds, ,,,11.8,19.8,,,,,,10.0,4.1,No precipitation,6,,,,
23.03.2020 08:00,12.9,726.8,763.0,,48,Wind blowing from the east-northeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,19.8,,,,,,11.0,2.2,No precipitation,12,,,,
23.03.2020 05:00,13.2,726.0,762.0,,46,Wind blowing from the north-east,4,,,, ,,,,,,,,,,11.0,1.8,,,,,,
23.03.2020 02:00,14.2,726.1,762.1,-0.3,45,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.8,,,2500 or more  or no clouds.,,,11.0,2.4,No precipitation,12,,,,
22.03.2020 23:00,15.4,726.4,762.4,,41,Wind blowing from the north-east,3,,9,, ,,,11.2,19.8,,,,,,11.0,2.2,No precipitation,6,,,,
22.03.2020 20:00,17.2,725.6,761.8,0.6,39,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,19.8,,,2500 or more  or no clouds.,,,11.0,3.1,No precipitation,12,,,,
22.03.2020 17:00,19.5,725.0,760.9,,36,Wind blowing from the east-northeast,5,,,90  or more  but not 100%, ,,,,,,,,,,10.0,4.0,,,,,,
22.03.2020 14:00,18.8,726.6,762.5,-1.7,38,Wind blowing from the east-northeast,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.6,,,2500 or more  or no clouds.,,,8.0,4.2,No precipitation,12,,,,
22.03.2020 11:00,18.6,728.3,764.2,,41,Wind blowing from the east,4,,6,90  or more  but not 100%, ,,,11.2,21.6,,,,,,7.0,5.1,No precipitation,6,,,,
22.03.2020 08:00,12.2,727.2,763.3,1.7,62,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.6,,,2500 or more  or no clouds.,,,12.0,5.1,No precipitation,12,,,,
22.03.2020 05:00,13.6,725.5,761.2,,67,Wind blowing from the west,1,,6,, ,,,12.9,21.6,,,,,,11.0,7.6,No precipitation,6,,,,
22.03.2020 02:00,15.2,725.4,761.1,0.5,61,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.6,,,2500 or more  or no clouds.,,,17.0,7.7,No precipitation,12,,,,
21.03.2020 23:00,16.6,724.9,760.7,,56,Wind blowing from the south-west,2,,6,, ,,,12.9,21.6,,,,,,20.0,7.8,No precipitation,6,,,,
21.03.2020 20:00,19.0,723.7,759.5,,51,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.6,,,2500 or more  or no clouds.,,,19.0,8.6,No precipitation,12,,,,
21.03.2020 17:00,21.2,722.1,757.8,,44,Wind blowing from the south-west,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,8.5,,,,,,
21.03.2020 14:00,21.0,722.2,757.8,-0.7,43,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,26.7,,,2500 or more  or no clouds.,,,14.0,8.0,No precipitation,12,,,,
21.03.2020 11:00,18.4,722.9,758.5,,43,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%, ,,,12.9,26.7,,,,,,9.0,5.6,No precipitation,6,,,,
21.03.2020 08:00,13.7,721.6,757.1,1.8,51,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,26.7,,,2500 or more  or no clouds.,,,12.0,3.8,No precipitation,12,,,,
21.03.2020 05:00,13.2,719.8,755.1,,50,Wind blowing from the north-east,1,,5,, ,,,9.0,26.7,,,,,,11.0,3.0,No precipitation,6,,,,
21.03.2020 02:00,15.1,719.5,754.6,0.0,47,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,26.7,,,2500 or more  or no clouds.,,,10.0,3.9,No precipitation,12,,,,
20.03.2020 23:00,17.1,719.5,754.9,,48,Wind blowing from the north-west,3,,5,, ,,,9.0,26.7,,,,,,10.0,6.0,No precipitation,6,,,,
20.03.2020 20:00,21.6,718.2,753.8,0.5,36,Wind blowing from the east-northeast,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,26.7,,,2500 or more  or no clouds.,,,14.0,5.9,No precipitation,12,,,,
20.03.2020 17:00,26.4,717.7,752.9,,19,Wind blowing from the east,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,22.0,0.9,,,,,,
20.03.2020 14:00,25.1,720.1,755.5,-3.0,20,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,25.2,,,,,,15.0,0.6,No precipitation,12,,,,
20.03.2020 11:00,18.2,723.1,759.0,,31,Wind blowing from the south-west,2,,5,no clouds, ,,,9.0,22.5,,,,,,10.0,0.8,No precipitation,6,,,,
20.03.2020 08:00,10.7,722.9,759.1,0.8,40,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,22.5,,,,,,14.0,-2.3,No precipitation,12,,,,
20.03.2020 05:00,11.0,722.1,757.9,,35,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,20.0,-3.9,,,,,,
20.03.2020 02:00,10.8,722.6,758.5,-0.6,44,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.5,,,2500 or more  or no clouds.,,,13.0,-1.0,No precipitation,12,,,,
19.03.2020 23:00,13.7,723.2,759.1,,34,Wind blowing from the north-northeast,1,,7,, ,,,8.9,22.5,,,,,,13.0,-1.9,No precipitation,6,,,,
19.03.2020 20:00,17.1,722.8,758.9,,24,Wind blowing from the north-northeast,2,,7,no clouds, ,,,8.9,22.5,,,,,,15.0,-3.6,No precipitation,6,,,,
19.03.2020 17:00,21.7,722.5,758.3,,15,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,21.0,-6.0,,,,,,
19.03.2020 14:00,21.0,725.7,761.3,,16,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.7,,,,,,15.0,-5.8,No precipitation,12,,,,
19.03.2020 11:00,17.5,728.7,764.6,,18,Wind blowing from the north-east,4,,7,no clouds, ,,,8.9,26.7,,,,,,15.0,-7.1,No precipitation,6,,,,
19.03.2020 08:00,10.2,728.3,764.5,1.4,30,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.7,,,,,,12.0,-6.6,No precipitation,12,,,,
19.03.2020 05:00,10.7,726.9,762.7,,26,Wind blowing from the north-east,1,,8,, ,,,7.5,26.7,,,,,,15.0,-8.0,No precipitation,6,,,,
19.03.2020 02:00,16.4,726.9,762.3,1.1,12,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,26.7,,,2500 or more  or no clouds.,,,16.0,-13.1,No precipitation,12,,,,
18.03.2020 23:00,17.5,725.8,761.6,,12,Wind blowing from the west,2,,12,, ,,,7.5,26.7,,,,,,15.0,-12.2,No precipitation,6,,,,
18.03.2020 20:00,20.6,723.8,759.8,1.5,14,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,26.7,,,2500 or more  or no clouds.,,,21.0,-7.8,No precipitation,12,,,,
18.03.2020 17:00,26.2,722.3,758.0,,7,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,21.0,-12.3,,,,,,
18.03.2020 14:00,25.7,723.7,759.4,-2.7,7,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,25.8,,,,,,24.0,-12.7,No precipitation,12,,,,
