Local time in Shengzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.01.2020 02:00,8.1,755.7,765.4,0.4,98,Wind blowing from the west-southwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.2,,,2500 or more  or no clouds.,,,2.9,7.8,20.0,12,,,,
10.01.2020 23:00,8.1,755.3,765.1,,98,Wind blowing from the west,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.5,8.1,,,,,,1.5,7.8,9.0,6,,,,
10.01.2020 20:00,8.1,755.5,765.2,0.7,98,Wind blowing from the north-west,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.4,8.1,,,600-1000,,,0.2,7.8,15.0,12,,,,
10.01.2020 17:00,7.9,754.8,764.5,,98,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.4,8.1,,,600-1000,,,1.2,7.6,9.0,6,,,,
10.01.2020 14:00,7.9,754.7,764.5,-2.2,97,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,5.4,7.9,,,600-1000,,,0.7,7.5,2.0,12,,,,
10.01.2020 11:00,7.0,756.9,766.7,,97,Wind blowing from the east,0,,2,100%.,Rain (not freezing) not falling as shower(s). ,Drizzle.,Fog or ice fog or thick haze.,5.4,7.0,,,600-1000,,,1.1,6.6,0.7,6,,,,
10.01.2020 08:00,6.1,757.4,767.2,0.1,98,Wind blowing from the south-southwest,0,,2,100%.,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,0.6,5.8,3.0,12,,,,
10.01.2020 05:00,5.8,757.3,767.2,,98,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,0.5,5.5,1.0,6,,,,
10.01.2020 02:00,5.7,757.8,767.6,-0.4,97,Wind blowing from the west-southwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,,7.0,,,2500 or more  or no clouds.,,,0.3,5.3,3.0,12,,,,
09.01.2020 23:00,5.5,758.2,768.1,,97,Wind blowing from the north-northwest,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.0,,,,,,0.7,5.1,2.0,6,,,,
09.01.2020 20:00,5.6,758.8,768.7,0.8,94,Wind blowing from the north,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,7.0,,,1000-1500,,,1.5,4.7,2.0,12,,,,
09.01.2020 17:00,5.6,758.0,767.9,,85,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,7.0,,,1000-1500,,,2.3,3.3,0.5,6,,,,
09.01.2020 14:00,6.6,758.6,768.5,-1.6,67,Wind blowing from the north,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.4,,,1000-1500,,,4.2,0.9,Trace of precipitation,12,,,,
09.01.2020 11:00,6.4,760.2,770.1,,66,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.4,,,600-1000,,,4.5,0.5,No precipitation,6,,,,
09.01.2020 08:00,1.7,760.5,770.5,-0.1,95,Wind blowing from the west,0,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.4,,,600-1000,,,1.7,1.0,No precipitation,12,,,,
09.01.2020 05:00,1.5,760.6,770.5,,93,Wind blowing from the south-west,1,,10,,Mist. ,,,1.5,9.4,,,,,,1.9,0.5,No precipitation,6,,,,
09.01.2020 02:00,3.0,761.4,771.3,0.1,83,Wind blowing from the north-east,1,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,9.4,,,2500 or more  or no clouds.,,,3.2,0.4,No precipitation,12,,,,
08.01.2020 23:00,3.9,761.3,771.2,,78,Wind blowing from the north-northeast,4,,,,Mist. ,,,3.9,9.4,,,,,,3.3,0.4,No precipitation,6,,,,
08.01.2020 20:00,5.2,761.1,771.0,0.4,70,Wind blowing from the north-northeast,4,,11,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,10.3,,,,,,3.8,0.2,No precipitation,12,,,,
08.01.2020 17:00,7.0,760.7,770.6,,62,Wind blowing from the north-northeast,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,,,,4.9,0.2,No precipitation,6,,,,
08.01.2020 14:00,9.3,760.3,770.1,-1.9,53,Wind blowing from the north-northeast,4,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,,,,7.0,0.2,No precipitation,12,,,,
08.01.2020 11:00,8.3,762.2,772.0,,54,Wind blowing from the north,4,,11,50%., ,,,4.7,,,,1000-1500,,,9.0,-0.5,No precipitation,6,,,,
08.01.2020 08:00,5.6,762.6,772.4,1.2,68,Wind blowing from the north-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,,,,14.0,0.0,No precipitation,12,,,,
08.01.2020 05:00,5.7,761.4,771.1,,74,Wind blowing from the north,4,,12,, ,,,5.7,23.6,,,,,,8.0,1.4,No precipitation,6,,,,
08.01.2020 02:00,7.1,759.1,768.7,1.7,77,Wind blowing from the north-northeast,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,23.6,,,2500 or more  or no clouds.,,,12.0,3.3,No precipitation,12,,,,
07.01.2020 23:00,8.5,757.4,766.9,,81,Wind blowing from the north-northeast,5,,,, ,,,8.5,23.6,,,,,,15.0,5.4,No precipitation,6,,,,
07.01.2020 20:00,10.3,755.1,764.7,3.1,83,Wind blowing from the north-northeast,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,23.6,,,2500 or more  or no clouds.,,,10.0,7.5,No precipitation,12,,,,
07.01.2020 17:00,20.2,752.0,761.4,,52,Wind blowing from the south-west,4,,12,70 – 80%., ,,,12.7,23.6,,,600-1000,,,20.0,10.0,No precipitation,6,,,,
07.01.2020 14:00,23.3,749.2,758.5,-1.4,53,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,24.7,,,2500 or more  or no clouds.,,,20.0,13.2,No precipitation,12,,,,
07.01.2020 11:00,21.0,750.6,759.9,,69,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,24.7,,,,,,10.0,15.1,No precipitation,6,,,,
07.01.2020 08:00,12.9,751.4,760.8,-0.4,98,Wind blowing from the west-northwest,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.7,,,,,,0.5,12.6,No precipitation,12,,,,
07.01.2020 05:00,13.5,751.8,761.2,,97,Wind blowing from the south-west,1,,5,,Mist. ,,,10.0,24.7,,,,,,2.4,13.0,No precipitation,6,,,,
07.01.2020 02:00,16.0,752.5,761.8,-1.2,93,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.7,,,2500 or more  or no clouds.,,,7.0,14.9,No precipitation,12,,,,
06.01.2020 23:00,17.7,753.7,763.0,,84,Wind blowing from the south-southwest,2,,,, ,,,10.0,24.7,,,,,,14.0,15.0,No precipitation,6,,,,
06.01.2020 20:00,19.8,754.0,763.5,-0.1,71,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.7,,,1000-1500,,,20.0,14.4,No precipitation,12,,,,
06.01.2020 17:00,22.4,754.1,763.6,,61,Wind blowing from the south,2,,5,70 – 80%., ,,,10.0,24.7,,,1000-1500,,,20.0,14.5,No precipitation,6,,,,
06.01.2020 14:00,23.9,754.3,763.6,-2.6,55,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,24.7,,,1000-1500,,,20.0,14.3,No precipitation,12,,,,
06.01.2020 11:00,19.1,756.9,766.3,,73,Wind blowing from the south-west,2,,5,no clouds, ,,,10.0,19.1,,,,,,17.0,14.2,No precipitation,6,,,,
06.01.2020 08:00,10.4,757.8,767.4,0.3,98,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,15.8,,,,,,2.0,10.1,No precipitation,12,,,,
06.01.2020 05:00,10.3,757.5,767.1,,97,Wind blowing from the west-southwest,3,,5,,Mist. ,,,10.0,15.8,,,,,,2.0,9.8,No precipitation,6,,,,
06.01.2020 02:00,13.4,758.0,767.6,-1.1,91,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.8,,,2500 or more  or no clouds.,,,7.0,12.0,No precipitation,12,,,,
05.01.2020 23:00,14.0,759.1,768.7,,86,Wind blowing from the south-southwest,1,,,, ,,,,15.8,,,,,,9.0,11.7,No precipitation,6,,,,
05.01.2020 20:00,14.0,759.6,769.3,0.7,83,Wind blowing from the south,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.8,,,2500 or more  or no clouds.,,,10.0,11.2,No precipitation,12,,,,
05.01.2020 17:00,14.2,758.9,768.6,,82,Wind blowing from the south,2,,4,90  or more  but not 100%, ,,,9.7,15.8,,,,,,10.0,11.2,No precipitation,6,,,,
05.01.2020 14:00,14.5,759.0,768.7,-1.5,80,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.5,,,1000-1500,,,7.0,11.1,No precipitation,12,,,,
05.01.2020 11:00,12.8,760.5,770.2,,84,Wind blowing from the south-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,12.8,,,1000-1500,,,6.0,10.2,No precipitation,6,,,,
05.01.2020 08:00,10.8,760.7,770.5,0.7,92,Wind blowing from the south,2,,4,100%.,Mist. ,Rain.,Drizzle.,9.0,10.8,,,600-1000,,,4.0,9.6,Trace of precipitation,12,,,,
05.01.2020 05:00,10.1,760.0,769.8,,97,Wind blowing from the west,1,,4,,Fog or ice fog. ,,,,10.2,,,,,,2.4,9.6,No precipitation,6,,,,
05.01.2020 02:00,9.8,760.6,770.4,-0.3,98,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,2500 or more  or no clouds.,,,1.3,9.5,No precipitation,12,,,,
04.01.2020 23:00,9.8,760.9,770.7,,97,Wind blowing from the north,1,,,,Rain (not freezing) not falling as shower(s). ,,,,10.2,,,,,,0.7,9.3,No precipitation,6,,,,
04.01.2020 20:00,10.0,760.9,770.7,0.9,97,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.2,,,300-600,,,3.6,9.5,0.4,12,,,,
04.01.2020 17:00,10.1,760.0,769.8,,97,Wind blowing from the north-northeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.2,,,300-600,,,4.2,9.6,0.2,6,,,,
04.01.2020 14:00,10.2,759.7,769.4,-1.0,96,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.2,,,600-1000,,,2.6,9.6,1.0,12,,,,
04.01.2020 11:00,9.8,760.7,770.5,,96,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.4,,,600-1000,,,3.9,9.2,0.8,6,,,,
04.01.2020 08:00,9.0,760.3,770.1,0.8,97,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,8.8,,,,2500 or more  or no clouds.,,,1.5,8.5,0.7,12,,,,
04.01.2020 05:00,8.9,759.5,769.3,,96,Wind blowing from the north-northeast,2,,5,,Mist. ,,,8.8,,,,,,,2.0,8.3,No precipitation,6,,,,
04.01.2020 02:00,8.8,759.7,769.4,-0.8,97,Wind blowing from the north-northwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.4,,,2500 or more  or no clouds.,,,1.4,8.4,3.0,12,,,,
03.01.2020 23:00,8.9,760.5,770.2,,97,Wind blowing from the north-northwest,2,,,,Rain (not freezing) not falling as shower(s). ,,,8.8,10.4,,,,,,1.7,8.5,0.7,6,,,,
03.01.2020 20:00,9.0,760.9,770.7,0.6,97,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,10.5,,,600-1000,,,0.9,8.5,4.0,12,,,,
03.01.2020 17:00,9.2,760.3,770.1,,96,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,10.7,,,600-1000,,,1.3,8.6,3.0,6,,,,
03.01.2020 14:00,9.8,759.4,769.2,-1.5,94,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,10.8,,,600-1000,,,1.1,8.9,0.9,12,,,,
03.01.2020 11:00,10.2,760.9,770.6,,89,Wind blowing from the north-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.8,,,600-1000,,,1.6,8.5,0.5,6,,,,
03.01.2020 08:00,9.0,761.5,771.3,0.9,95,Wind blowing from the north,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.8,,,600-1000,,,1.0,8.2,0.5,12,,,,
03.01.2020 05:00,9.5,760.6,770.3,,87,Wind blowing from the north-northeast,1,,5,,Mist. ,,,,10.8,,,,,,2.2,7.4,No precipitation,6,,,,
03.01.2020 02:00,9.7,760.9,770.6,-0.9,88,Wind blowing from the north-northeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.8,,,2500 or more  or no clouds.,,,2.5,7.8,No precipitation,12,,,,
02.01.2020 23:00,10.1,761.8,771.6,,88,Wind blowing from the north-east,0,,,,Mist. ,,,6.4,10.8,,,,,,4.5,8.2,No precipitation,6,,,,
02.01.2020 20:00,10.5,762.0,771.8,0.5,84,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.8,,,600-1000,,,6.0,7.9,0.6,12,,,,
02.01.2020 17:00,10.7,761.5,771.3,,82,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.9,,,600-1000,,,6.0,7.8,No precipitation,6,,,,
02.01.2020 14:00,10.3,761.2,770.9,-1.5,83,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.2,,,600-1000,,,8.0,7.5,1.0,12,,,,
02.01.2020 11:00,8.6,762.7,772.5,,93,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,12.2,,,600-1000,,,3.5,7.5,0.8,6,,,,
02.01.2020 08:00,6.9,762.7,772.5,1.2,95,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,2.4,6.2,0.4,12,,,,
02.01.2020 05:00,6.5,761.5,771.4,,89,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,12.2,,,,,,5.0,4.8,0.2,6,,,,
02.01.2020 02:00,8.1,761.8,771.6,-1.2,75,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,2500 or more  or no clouds.,,,20.0,3.8,No precipitation,12,,,,
01.01.2020 23:00,8.1,763.0,772.9,,71,Wind blowing from the south-east,1,,,, ,,,-1.3,12.2,,,,,,20.0,3.2,No precipitation,6,,,,
01.01.2020 20:00,8.3,763.1,773.1,0.3,68,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.2,,,2500 or more  or no clouds.,,,9.0,2.7,No precipitation,12,,,,
01.01.2020 17:00,10.9,762.8,772.8,,58,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-1.3,12.2,,,,,,11.0,3.0,No precipitation,6,,,,
01.01.2020 14:00,10.7,763.3,773.2,-2.3,49,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,10.8,,,2500 or more  or no clouds.,,,16.0,0.4,No precipitation,12,,,,
01.01.2020 11:00,6.3,765.6,775.6,,60,Wind blowing from the south-west,1,,3,10%  or less  but not 0, ,,,-1.3,6.5,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,10.0,-0.9,No precipitation,6,,,,
01.01.2020 08:00,-0.2,766.7,776.8,1.2,91,Wind blowing from the south-west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,,,,4.0,-1.5,No precipitation,12,,,,
01.01.2020 05:00,-1.0,765.5,775.6,,90,Wind blowing from the west,1,,7,,Mist. ,,,-1.0,6.5,,,,,,5.0,-2.4,No precipitation,6,,,,
01.01.2020 02:00,0.1,766.6,776.6,-0.9,84,Wind blowing from the north,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,7.1,,,2500 or more  or no clouds.,,,5.0,-2.3,No precipitation,12,,,,
