Local time in Hechi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 20:00,10.4,742.1,765.7,1.9,88,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,10.4,,,,600-1000,,,17.0,8.5,3.0,12,,,,
24.01.2020 17:00,11.6,740.2,763.7,,75,Wind blowing from the east-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,,,,600-1000,,,30.0,7.3,0.1,6,,,,
24.01.2020 14:00,12.0,740.9,764.1,-2.0,81,Wind blowing from the east-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,24.8,,,600-1000,,,28.0,8.8,3.0,12,,,,
24.01.2020 11:00,12.2,742.9,766.2,,82,Wind blowing from the east-northeast,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,12.0,24.8,,,600-1000,,,29.0,9.2,3.0,6,,,,
24.01.2020 08:00,12.2,741.1,764.2,2.1,89,Wind blowing from the east,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.8,,,600-1000,,,9.0,10.4,3.0,12,,,,
24.01.2020 05:00,13.8,739.0,761.9,,81,Wind blowing from the east-northeast,6,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.8,24.8,,,,,,16.0,10.6,No precipitation,6,,,,
24.01.2020 02:00,20.3,738.2,760.9,0.4,84,Wind blowing from the east,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.8,,,2500 or more  or no clouds.,,,7.0,17.5,No precipitation,12,,,,
23.01.2020 23:00,20.3,737.8,760.6,,83,Wind blowing from the west-southwest,1,,8,,Mist. ,,,16.2,24.8,,,,,,5.0,17.3,No precipitation,6,,,,
23.01.2020 20:00,21.5,736.6,759.4,1.5,74,Wind blowing from the east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.8,,,600-1000,,,7.0,16.7,No precipitation,12,,,,
23.01.2020 17:00,24.0,735.1,757.8,,61,Wind blowing from the south-east,2,,8,90  or more  but not 100%, ,,,16.2,24.8,,,600-1000,,,8.0,16.0,No precipitation,6,,,,
23.01.2020 14:00,24.3,736.0,758.7,-3.0,63,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.5,,,600-1000,,,9.0,16.8,No precipitation,12,,,,
23.01.2020 11:00,19.1,739.0,761.9,,88,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.0,,,600-1000,,,5.0,17.1,No precipitation,6,,,,
23.01.2020 08:00,16.3,737.8,760.8,0.9,97,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.0,,,600-1000,,,3.7,15.8,No precipitation,12,,,,
23.01.2020 05:00,16.5,736.9,759.8,,97,Wind blowing from the west-southwest,1,,3,,Mist. ,,,11.8,20.0,,,,,,4.0,16.0,No precipitation,6,,,,
23.01.2020 02:00,16.8,737.8,760.7,-0.4,96,Wind blowing from the west-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.0,,,2500 or more  or no clouds.,,,4.2,16.2,No precipitation,12,,,,
22.01.2020 23:00,17.4,738.2,761.3,,93,Wind blowing from the north-northwest,1,,3,,Mist. ,,,11.4,20.0,,,,,,5.0,16.3,No precipitation,6,,,,
22.01.2020 20:00,18.4,737.5,760.6,,88,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.0,,,600-1000,,,5.0,16.4,No precipitation,12,,,,
22.01.2020 17:00,19.5,736.4,759.5,,81,Wind blowing from the north-west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,20.0,,,600-1000,,,6.0,16.2,No precipitation,6,,,,
22.01.2020 14:00,19.3,737.7,760.8,,80,Wind blowing from the north-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.3,,,2500 or more  or no clouds.,,,7.0,15.8,No precipitation,12,,,,
22.01.2020 11:00,14.3,740.2,763.6,,92,Wind blowing from the west-northwest,1,,2,, ,,,10.4,14.3,,,,,,8.0,13.0,0.1,6,,,,
22.01.2020 08:00,12.0,739.4,762.9,0.7,98,Wind blowing from the west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.1,,,600-1000,,,4.6,11.7,0.1,12,,,,
22.01.2020 05:00,11.9,738.7,762.1,,98,Wind blowing from the west-northwest,1,,2,,Mist. ,,,,11.9,,,,,,5.0,11.6,No precipitation,6,,,,
22.01.2020 02:00,11.7,739.6,763.1,-0.8,98,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.7,,,2500 or more  or no clouds.,,,4.1,11.4,0.1,12,,,,
21.01.2020 23:00,11.5,740.4,764.0,,98,Wind blowing from the west,1,,2,,Mist. ,,,9.5,11.5,,,,,,3.0,11.2,0.1,6,,,,
21.01.2020 20:00,11.3,739.4,763.0,0.0,98,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.5,,,300-600,,,1.3,11.0,0.1,12,,,,
21.01.2020 17:00,11.4,739.4,763.0,,96,Wind blowing from the north-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.5,,,300-600,,,3.2,10.8,No precipitation,6,,,,
21.01.2020 14:00,11.0,740.5,764.2,,93,Wind blowing from the north-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.5,11.1,,,300-600,,,8.0,9.9,0.7,12,,,,
21.01.2020 11:00,10.4,743.2,767.0,,93,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.5,11.1,,,300-600,,,14.0,9.3,0.2,6,,,,
21.01.2020 08:00,9.7,742.6,766.3,1.2,97,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,300-600,,,6.0,9.2,1.0,12,,,,
21.01.2020 05:00,9.6,741.4,765.1,,98,Wind blowing from the east-northeast,1,,3,,Mist. ,,,9.5,,,,,,,3.2,9.3,0.8,6,,,,
21.01.2020 02:00,9.5,742.4,766.2,,98,Wind blowing from the east,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.4,,,2500 or more  or no clouds.,,,2.3,9.2,0.7,12,,,,
20.01.2020 23:00,9.6,743.2,766.9,,96,Calm  no wind,0,,,,Mist. ,,,9.5,11.4,,,,,,3.9,9.0,0.4,6,,,,
20.01.2020 20:00,9.6,742.5,766.3,0.9,95,Wind blowing from the south-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.5,11.8,,,300-600,,,4.1,8.8,0.2,12,,,,
20.01.2020 17:00,10.1,741.6,765.3,,93,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.0,,,,300-600,,,4.3,9.0,No precipitation,6,,,,
20.01.2020 14:00,10.1,742.6,766.3,-2.3,89,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,300-600,,,3.4,8.4,Trace of precipitation,12,,,,
20.01.2020 11:00,11.0,744.9,768.6,,73,Wind blowing from the south-southeast,2,,4,100%., ,,,10.2,,,,600-1000,,,7.0,6.2,No precipitation,6,,,,
20.01.2020 08:00,10.5,743.5,767.2,1.0,84,Wind blowing from the south,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,13.5,,,600-1000,,,7.0,7.9,No precipitation,12,,,,
20.01.2020 05:00,10.3,742.5,766.1,,86,Wind blowing from the west,1,,3,, ,,,8.2,13.5,,,,,,7.0,8.1,No precipitation,6,,,,
20.01.2020 02:00,10.9,743.4,767.0,,79,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.5,,,2500 or more  or no clouds.,,,7.0,7.4,No precipitation,12,,,,
19.01.2020 23:00,11.3,743.6,767.3,,72,Wind blowing from the south-east,1,,4,, ,,,8.0,13.5,,,,,,8.0,6.4,No precipitation,6,,,,
19.01.2020 20:00,11.8,743.3,767.1,0.7,66,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.5,,,600-1000,,,8.0,5.7,No precipitation,12,,,,
19.01.2020 17:00,13.0,742.6,766.3,,54,Wind blowing from the south,2,,4,100%., ,,,8.0,13.5,,,600-1000,,,7.0,3.7,No precipitation,6,,,,
19.01.2020 14:00,12.7,744.1,767.9,,54,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,12.9,,,600-1000,,,7.0,3.6,No precipitation,12,,,,
19.01.2020 11:00,10.7,746.8,770.8,,66,Wind blowing from the west,1,,2,100%., ,,,7.8,10.7,,,600-1000,,,8.0,4.6,No precipitation,6,,,,
19.01.2020 08:00,8.5,745.6,769.6,1.0,89,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.0,,,600-1000,,,8.0,6.8,0.8,12,,,,
19.01.2020 05:00,8.2,744.6,768.5,,89,Wind blowing from the west-southwest,1,,4,, ,,,6.9,9.0,,,,,,11.0,6.5,0.6,6,,,,
19.01.2020 02:00,8.0,745.0,769.0,,95,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.0,,,2500 or more  or no clouds.,,,8.0,7.2,0.8,12,,,,
18.01.2020 23:00,8.2,744.7,768.7,,95,Wind blowing from the north-east,1,,4,,Mist. ,,,6.9,9.0,,,,,,3.2,7.4,0.2,6,,,,
18.01.2020 20:00,8.9,742.6,766.5,1.5,82,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.6,,,600-1000,,,19.0,6.0,Trace of precipitation,12,,,,
18.01.2020 17:00,8.9,741.1,765.0,,82,Wind blowing from the east,1,,4,100%., ,,,6.9,10.5,,,600-1000,,,19.0,6.0,No precipitation,6,,,,
18.01.2020 14:00,8.4,741.8,765.7,-2.3,86,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,600-1000,,,8.0,6.2,0.1,12,,,,
18.01.2020 11:00,7.8,744.1,768.1,,84,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.9,,,,300-600,,,12.0,5.3,No precipitation,6,,,,
18.01.2020 08:00,6.9,743.4,767.3,0.9,89,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,11.6,,,300-600,,,9.0,5.2,1.0,12,,,,
18.01.2020 05:00,7.6,742.5,766.3,,82,Wind blowing from the north-northeast,2,,6,, ,,,7.5,11.6,,,,,,16.0,4.7,0.8,6,,,,
18.01.2020 02:00,7.6,743.6,767.5,-0.3,94,Wind blowing from the east-northeast,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.6,,,2500 or more  or no clouds.,,,4.7,6.7,1.0,12,,,,
17.01.2020 23:00,8.3,743.9,767.8,,95,Wind blowing from the north-east,1,,5,,Rain (not freezing) not falling as shower(s). ,,,8.3,11.6,,,,,,2.7,7.5,0.5,6,,,,
17.01.2020 20:00,9.6,743.0,766.9,0.7,80,Wind blowing from the south-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,11.6,,,600-1000,,,11.0,6.3,No precipitation,12,,,,
17.01.2020 17:00,10.5,742.3,766.1,,72,Wind blowing from the south-southeast,3,,5,100%., ,,,8.5,11.6,,,600-1000,,,12.0,5.7,No precipitation,6,,,,
17.01.2020 14:00,11.3,743.4,767.2,,57,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,11.4,,,600-1000,,,14.0,3.1,No precipitation,12,,,,
17.01.2020 11:00,10.3,746.1,769.9,,60,Wind blowing from the east-northeast,2,,,100%., ,,,8.5,10.3,,,600-1000,,,22.0,2.9,No precipitation,6,,,,
17.01.2020 08:00,8.9,745.0,768.9,0.9,70,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.2,,,600-1000,,,30.0,3.7,No precipitation,12,,,,
17.01.2020 05:00,8.5,744.1,768.0,,89,Wind blowing from the west-southwest,2,,4,, ,,,8.2,10.2,,,,,,30.0,6.8,No precipitation,6,,,,
17.01.2020 02:00,8.9,744.8,768.7,,88,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.2,,,2500 or more  or no clouds.,,,21.0,7.0,0.1,12,,,,
16.01.2020 23:00,9.4,744.7,768.5,,86,Wind blowing from the west-southwest,1,,4,, ,,,8.2,10.2,,,,,,28.0,7.2,No precipitation,6,,,,
16.01.2020 20:00,9.8,743.9,767.8,1.0,75,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.2,,,600-1000,,,27.0,5.6,0.2,12,,,,
16.01.2020 17:00,9.9,742.9,766.8,,74,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.2,,,600-1000,,,30.0,5.5,0.1,6,,,,
16.01.2020 14:00,10.0,743.1,766.9,-1.6,71,Wind blowing from the east-northeast,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.2,,,2500 or more  or no clouds.,,,23.0,5.0,0.9,12,,,,
16.01.2020 11:00,9.4,744.7,768.6,,78,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,600-1000,,,30.0,5.8,0.1,6,,,,
16.01.2020 08:00,8.4,743.5,767.3,1.5,84,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,600-1000,,,30.0,5.9,2.0,12,,,,
16.01.2020 05:00,8.7,742.0,765.7,,95,Wind blowing from the north-northwest,2,,7,, ,,,8.1,10.0,,,,,,10.0,7.9,2.0,6,,,,
16.01.2020 02:00,9.9,740.5,764.2,,98,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,9.9,,,2500 or more  or no clouds.,,,2.5,9.6,4.0,12,,,,
15.01.2020 23:00,9.7,739.6,763.3,,98,Wind blowing from the west-southwest,1,,4,,Rain (not freezing) not falling as shower(s). ,,,8.1,9.7,,,,,,5.0,9.4,2.0,6,,,,
15.01.2020 20:00,9.4,738.1,761.8,1.2,98,Wind blowing from the west-southwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,9.7,,,300-600,,,2.2,9.1,3.0,12,,,,
15.01.2020 17:00,9.5,736.9,760.6,,98,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,9.5,,,300-600,,,3.2,9.2,2.0,6,,,,
15.01.2020 14:00,9.1,737.9,761.6,,97,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,10.0,,,300-600,,,2.7,8.6,2.0,12,,,,
15.01.2020 11:00,8.5,740.5,764.2,,97,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,,,,300-600,,,3.4,8.1,0.5,6,,,,
15.01.2020 08:00,8.3,739.9,763.7,0.7,95,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,10.1,,,300-600,,,5.0,7.5,1.0,12,,,,
15.01.2020 05:00,8.1,739.2,763.0,,93,Wind blowing from the south-southeast,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.1,10.1,,,,,,6.0,7.0,0.6,6,,,,
15.01.2020 02:00,8.4,739.9,763.6,,94,Wind blowing from the south-southeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,10.1,,,2500 or more  or no clouds.,,,8.0,7.5,3.0,12,,,,
14.01.2020 23:00,8.6,740.7,764.5,,93,Wind blowing from the east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.5,10.1,,,,,,10.0,7.5,3.0,6,,,,
14.01.2020 20:00,9.0,740.1,763.9,0.2,93,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,10.2,,,300-600,,,9.0,7.9,3.0,12,,,,
14.01.2020 17:00,8.9,739.9,763.6,,95,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,300-600,,,2.8,8.1,0.5,6,,,,
14.01.2020 14:00,10.0,740.6,764.3,-2.6,82,Wind blowing from the east-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,9.2,,,,600-1000,,,23.0,7.1,3.0,12,,,,
14.01.2020 11:00,9.7,743.2,766.9,,86,Wind blowing from the east-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.2,,,,300-600,,,13.0,7.5,1.0,6,,,,
14.01.2020 08:00,9.3,742.5,766.3,1.3,93,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,300-600,,,6.0,8.2,5.0,12,,,,
14.01.2020 05:00,9.9,741.2,764.8,,97,Wind blowing from the east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,12.4,,,,,,2.7,9.4,4.0,6,,,,
14.01.2020 02:00,9.8,741.2,764.8,,97,Wind blowing from the north-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.4,,,2500 or more  or no clouds.,,,1.7,9.3,3.0,12,,,,
13.01.2020 23:00,10.0,740.8,764.4,,96,Wind blowing from the north-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.6,12.4,,,,,,1.9,9.4,0.9,6,,,,
13.01.2020 20:00,10.2,739.4,763.0,1.3,90,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,13.3,,,600-1000,,,3.7,8.6,No precipitation,12,,,,
13.01.2020 17:00,12.1,738.1,761.7,,67,Wind blowing from the south-southeast,2,,5,100%., ,,,7.6,16.4,,,600-1000,,,8.0,6.2,No precipitation,6,,,,
13.01.2020 14:00,12.2,738.8,762.4,,61,Wind blowing from the east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.4,,,2500 or more  or no clouds.,,,6.0,4.9,No precipitation,12,,,,
13.01.2020 11:00,11.4,741.2,764.8,,66,Wind blowing from the north-west,1,,4,100%., ,,,7.6,,,,600-1000,,,9.0,5.3,No precipitation,6,,,,
13.01.2020 08:00,9.6,740.4,763.9,0.0,78,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.4,,,600-1000,,,11.0,6.0,No precipitation,12,,,,
13.01.2020 05:00,8.2,740.4,763.9,,82,Wind blowing from the west-southwest,1,,7,, ,,,7.6,17.4,,,,,,13.0,5.3,No precipitation,6,,,,
13.01.2020 02:00,8.8,740.4,763.9,,79,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.4,,,2500 or more  or no clouds.,,,11.0,5.4,No precipitation,12,,,,
12.01.2020 23:00,10.9,740.1,763.6,,69,Wind blowing from the south-east,1,,,, ,,,8.9,17.4,,,,,,10.0,5.4,No precipitation,6,,,,
12.01.2020 20:00,13.3,739.8,763.3,1.3,55,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,17.4,,,,,,12.0,4.5,No precipitation,12,,,,
12.01.2020 17:00,16.4,738.5,761.8,,45,Wind blowing from the east-northeast,3,,5,no clouds, ,,,8.9,17.4,,,,,,11.0,4.4,No precipitation,6,,,,
12.01.2020 14:00,16.2,740.2,763.6,-3.5,43,Wind blowing from the north,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.4,,,600-1000,,,11.0,3.6,No precipitation,12,,,,
12.01.2020 11:00,12.7,743.7,767.3,,52,Wind blowing from the north-northwest,2,,4,no clouds, ,,,8.9,13.0,,,,,,13.0,3.1,No precipitation,6,,,,
12.01.2020 08:00,9.0,743.3,767.1,0.6,70,Wind blowing from the north,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.0,,,600-1000,,,21.0,3.8,No precipitation,12,,,,
12.01.2020 05:00,10.1,742.7,766.4,,63,Wind blowing from the north-northeast,2,,5,, ,,,8.0,13.0,,,,,,24.0,3.4,No precipitation,6,,,,
12.01.2020 02:00,10.5,743.5,767.2,-0.3,64,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.0,,,2500 or more  or no clouds.,,,23.0,4.0,No precipitation,12,,,,
11.01.2020 23:00,10.9,743.8,767.5,,62,Wind blowing from the east-northeast,2,,5,, ,,,8.0,13.0,,,,,,20.0,3.9,No precipitation,6,,,,
11.01.2020 20:00,11.3,742.9,766.6,0.6,62,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.0,,,600-1000,,,19.0,4.3,1.0,12,,,,
11.01.2020 17:00,11.9,742.3,766.0,,60,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.6,,,300-600,,,14.0,4.4,No precipitation,6,,,,
11.01.2020 14:00,11.9,742.6,766.3,-2.4,67,Wind blowing from the east-northeast,1,,9,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,300-600,,,13.0,5.8,1.0,12,,,,
11.01.2020 11:00,10.4,745.0,768.7,,75,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,600-1000,,,25.0,6.2,1.0,6,,,,
11.01.2020 08:00,9.6,743.7,767.4,2.2,66,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,600-1000,,,30.0,3.6,Trace of precipitation,12,,,,
11.01.2020 05:00,9.5,741.5,765.1,,79,Wind blowing from the north,2,,9,, ,,,9.2,17.8,,,,,,16.0,6.0,No precipitation,6,,,,
11.01.2020 02:00,10.2,740.0,763.4,0.9,80,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,19.5,,,2500 or more  or no clouds.,,,26.0,6.9,No precipitation,12,,,,
10.01.2020 23:00,11.4,739.1,762.4,,83,Wind blowing from the north-east,3,,9,, ,,,11.3,20.0,,,,,,17.0,8.6,No precipitation,6,,,,
