Local time in Baise,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 17:00,14.1,749.0,764.9,,74,Wind blowing from the south-east,2,,3,100%., ,,,11.6,15.2,,,1000-1500,,,14.0,9.5,No precipitation,6,,,,
04.02.2020 14:00,14.9,750.0,765.9,-2.3,71,Wind blowing from the south-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,14.9,,,1000-1500,,,24.0,9.7,No precipitation,12,,,,
04.02.2020 11:00,12.7,752.3,768.3,,87,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,13.6,,,1000-1500,,,13.0,10.6,No precipitation,6,,,,
04.02.2020 08:00,11.7,751.3,767.2,1.5,92,Wind blowing from the south,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,13.6,,,1000-1500,,,11.0,10.4,Trace of precipitation,12,,,,
04.02.2020 05:00,11.9,749.8,765.7,,98,Wind blowing from the north,1,,3,, ,,,11.9,13.6,,,,,,11.0,11.6,No precipitation,6,,,,
04.02.2020 02:00,12.0,751.0,767.0,,97,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,14.4,,,2500 or more  or no clouds.,,,12.0,11.5,No precipitation,12,,,,
03.02.2020 23:00,12.4,751.6,767.5,,97,Calm  no wind,0,,,, ,,,12.4,14.5,,,,,,8.0,11.9,No precipitation,6,,,,
03.02.2020 20:00,12.9,750.7,766.6,1.0,88,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,,,,1000-1500,,,12.0,11.0,1.0,12,,,,
03.02.2020 17:00,13.2,749.7,765.6,,90,Wind blowing from the south-southwest,2,,3,100%., ,,,12.6,,,,600-1000,,,22.0,11.6,0.9,6,,,,
03.02.2020 14:00,13.4,750.7,766.6,-1.5,90,Wind blowing from the south-southwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,14.8,,,300-600,,,11.0,11.8,4.0,12,,,,
03.02.2020 11:00,13.2,752.2,768.1,,96,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,14.8,,,300-600,,,12.0,12.6,2.0,6,,,,
03.02.2020 08:00,13.0,751.1,767.0,1.8,99,Wind blowing from the north-east,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,12.9,14.8,,,300-600,,,17.0,12.8,3.0,12,,,,
03.02.2020 05:00,13.5,749.3,765.1,,99,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.5,14.8,,,,,,4.0,13.3,1.0,6,,,,
03.02.2020 02:00,14.4,749.5,765.4,-0.2,99,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,14.8,,,2500 or more  or no clouds.,,,1.0,14.2,0.2,12,,,,
02.02.2020 23:00,14.4,749.7,765.5,,99,Wind blowing from the south-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.9,14.8,,,,,,0.6,14.2,No precipitation,6,,,,
02.02.2020 20:00,14.1,748.3,764.1,1.2,99,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,13.9,14.8,,,300-600,,,0.6,13.9,Trace of precipitation,12,,,,
02.02.2020 17:00,14.8,747.1,762.9,,91,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.7,,,2500 or more  or no clouds.,,,1.8,13.3,No precipitation,6,,,,
02.02.2020 14:00,14.7,748.6,764.4,-1.8,90,Wind blowing from the south-southwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.1,,,2500 or more  or no clouds.,,,2.0,13.1,Trace of precipitation,12,,,,
02.02.2020 11:00,14.5,750.4,766.3,,87,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.1,,,2500 or more  or no clouds.,,,2.5,12.4,No precipitation,6,,,,
02.02.2020 08:00,14.0,749.4,765.2,1.5,86,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,16.1,,,2500 or more  or no clouds.,,,2.9,11.7,No precipitation,12,,,,
02.02.2020 05:00,13.9,747.9,763.6,,89,Wind blowing from the south-east,2,,5,,Mist. ,,,12.3,16.1,,,,,,3.2,12.1,No precipitation,6,,,,
02.02.2020 02:00,14.0,748.3,764.0,-0.1,90,Wind blowing from the south,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.1,,,2500 or more  or no clouds.,,,4.7,12.4,No precipitation,12,,,,
01.02.2020 23:00,14.7,748.4,764.2,,84,Wind blowing from the south,2,,5,, ,,,,16.1,,,,,,9.0,12.0,No precipitation,6,,,,
01.02.2020 20:00,14.8,747.7,763.5,,81,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,16.9,,,1000-1500,,,7.0,11.6,No precipitation,12,,,,
01.02.2020 17:00,15.7,746.6,762.4,,69,Wind blowing from the south-southeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.9,,,2500 or more  or no clouds.,,,7.0,10.0,No precipitation,6,,,,
01.02.2020 14:00,15.2,747.9,763.7,-1.9,62,Wind blowing from the south-southwest,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.9,,,2500 or more  or no clouds.,,,4.7,8.0,No precipitation,12,,,,
01.02.2020 11:00,14.2,749.8,765.7,,65,Wind blowing from the north-west,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,2500 or more  or no clouds.,,,5.0,7.7,No precipitation,6,,,,
01.02.2020 08:00,12.7,749.3,765.1,,71,Wind blowing from the north,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.9,,,2500 or more  or no clouds.,,,6.0,7.6,No precipitation,12,,,,
01.02.2020 05:00,12.3,748.0,763.8,,72,Calm  no wind,0,,,,Mist. ,,,7.7,19.9,,,,,,6.0,7.4,No precipitation,6,,,,
01.02.2020 02:00,11.8,748.6,764.3,-0.2,74,Wind blowing from the south-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,19.9,,,2500 or more  or no clouds.,,,6.0,7.3,No precipitation,12,,,,
31.01.2020 23:00,12.1,748.8,764.7,,69,Wind blowing from the south-west,1,,7,,Haze. ,,,7.4,19.9,,,,,,6.0,6.6,No precipitation,6,,,,
31.01.2020 20:00,17.0,747.7,763.6,,43,Wind blowing from the south-east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,19.9,,,2500 or more  or no clouds.,,,9.0,4.3,No precipitation,12,,,,
31.01.2020 17:00,18.9,746.6,762.4,,38,Wind blowing from the east-southeast,4,,7,no clouds, ,,,7.4,19.9,,,,,,12.0,4.3,No precipitation,6,,,,
31.01.2020 14:00,17.7,748.4,764.3,-3.0,38,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.9,,,2500 or more  or no clouds.,,,8.0,3.2,No precipitation,12,,,,
31.01.2020 11:00,12.6,751.4,767.5,,70,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.9,,,600-1000,,,6.0,7.3,No precipitation,6,,,,
31.01.2020 08:00,8.9,750.5,766.6,0.7,88,Wind blowing from the west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,,,,2000-2500,,,6.0,7.0,No precipitation,12,,,,
31.01.2020 05:00,7.7,749.8,765.7,,96,Wind blowing from the north,1,,3,,Mist. ,,,6.1,18.9,,,,,,4.8,7.1,No precipitation,6,,,,
31.01.2020 02:00,8.1,750.0,765.9,-0.3,93,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.9,,,2500 or more  or no clouds.,,,6.0,7.0,No precipitation,12,,,,
30.01.2020 23:00,9.4,750.3,766.3,,80,Wind blowing from the north,1,,4,, ,,,6.1,18.9,,,,,,8.0,6.1,No precipitation,6,,,,
30.01.2020 20:00,12.2,749.5,765.6,0.7,66,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.9,,,,,,9.0,6.0,No precipitation,12,,,,
30.01.2020 17:00,18.7,748.8,764.7,,37,Wind blowing from the east-southeast,1,,4,20–30%., ,,,6.1,18.9,,,2500 or more  or no clouds.,,,10.0,3.7,No precipitation,6,,,,
30.01.2020 14:00,17.0,750.7,766.6,-3.3,39,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.9,,,2500 or more  or no clouds.,,,13.0,3.0,No precipitation,12,,,,
30.01.2020 11:00,12.2,754.0,770.1,,77,Wind blowing from the north,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.9,,,2500 or more  or no clouds.,,,5.0,8.3,No precipitation,6,,,,
30.01.2020 08:00,6.1,753.3,769.5,1.4,99,Wind blowing from the north,1,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.9,,,1000-1500,,,5.0,6.0,No precipitation,12,,,,
30.01.2020 05:00,6.7,751.9,767.9,,97,Wind blowing from the north-northwest,1,,4,,Mist. ,,,6.7,17.9,,,,,,6.0,6.3,No precipitation,6,,,,
30.01.2020 02:00,7.7,752.4,768.4,0.5,94,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.9,,,2500 or more  or no clouds.,,,7.0,6.8,No precipitation,12,,,,
29.01.2020 23:00,9.3,751.9,767.9,,84,Calm  no wind,0,,,, ,,,9.3,17.9,,,,,,10.0,6.7,No precipitation,6,,,,
29.01.2020 20:00,13.1,750.7,766.7,1.2,59,Wind blowing from the west-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,17.9,,,,,,15.0,5.3,No precipitation,12,,,,
29.01.2020 17:00,17.1,749.5,765.4,,45,Wind blowing from the west-southwest,3,,6,no clouds, ,,,10.7,17.9,,,,,,22.0,5.1,No precipitation,6,,,,
29.01.2020 14:00,15.1,751.4,767.3,,54,Wind blowing from the south-west,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.5,,,1000-1500,,,20.0,5.9,No precipitation,12,,,,
29.01.2020 11:00,13.4,754.0,770.0,,65,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%, ,,,10.7,15.5,,,600-1000,,,9.0,7.0,No precipitation,6,,,,
29.01.2020 08:00,10.7,753.3,769.3,1.5,85,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,2500 or more  or no clouds.,,,11.0,8.3,No precipitation,12,,,,
29.01.2020 05:00,10.8,751.8,767.8,,82,Wind blowing from the north,1,,3,, ,,,10.8,15.5,,,,,,11.0,7.9,No precipitation,6,,,,
29.01.2020 02:00,11.4,751.9,767.9,-0.1,72,Wind blowing from the north,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.5,,,2500 or more  or no clouds.,,,12.0,6.5,No precipitation,12,,,,
28.01.2020 23:00,11.8,752.0,768.1,,71,Wind blowing from the north,1,,4,, ,,,10.8,15.5,,,,,,11.0,6.7,No precipitation,6,,,,
28.01.2020 20:00,12.2,750.1,766.1,2.1,71,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.5,,,2500 or more  or no clouds.,,,11.0,7.1,No precipitation,12,,,,
28.01.2020 17:00,14.3,748.0,763.9,,55,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,10.8,15.5,,,2000-2500,,,19.0,5.4,No precipitation,6,,,,
28.01.2020 14:00,13.6,749.4,765.3,,52,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,13.9,,,2000-2500,,,17.0,3.9,No precipitation,12,,,,
28.01.2020 11:00,11.2,751.2,767.2,,62,Wind blowing from the south,2,,5,100%., ,,,10.8,,,,2000-2500,,,19.0,4.2,No precipitation,6,,,,
28.01.2020 08:00,10.8,750.1,766.0,1.2,63,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.5,,,2000-2500,,,29.0,4.0,No precipitation,12,,,,
28.01.2020 05:00,11.1,748.9,764.8,,61,Wind blowing from the south,1,,5,, ,,,8.9,13.5,,,,,,30.0,3.9,No precipitation,6,,,,
28.01.2020 02:00,11.6,749.2,765.2,0.1,62,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.5,,,2500 or more  or no clouds.,,,24.0,4.6,No precipitation,12,,,,
27.01.2020 23:00,11.2,749.1,765.1,,70,Wind blowing from the north-northeast,2,,5,, ,,,8.3,13.5,,,,,,24.0,5.9,No precipitation,6,,,,
27.01.2020 20:00,12.1,747.6,763.6,1.1,60,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.5,,,2000-2500,,,30.0,4.6,No precipitation,12,,,,
27.01.2020 17:00,13.3,746.5,762.4,,53,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%, ,,,8.3,16.2,,,2500 or more  or no clouds.,,,30.0,3.9,No precipitation,6,,,,
27.01.2020 14:00,12.1,748.0,763.9,-2.7,53,Wind blowing from the west-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,30.0,2.6,No precipitation,12,,,,
27.01.2020 11:00,10.9,750.7,766.8,,55,Wind blowing from the south-southeast,2,,5,100%., ,,,8.3,,,,600-1000,,,30.0,2.2,No precipitation,6,,,,
27.01.2020 08:00,10.0,749.6,765.6,1.2,63,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,18.2,,,600-1000,,,30.0,3.3,No precipitation,12,,,,
27.01.2020 05:00,8.9,748.4,764.3,,91,Wind blowing from the west-southwest,2,,5,, ,,,8.3,18.2,,,,,,11.0,7.5,No precipitation,6,,,,
27.01.2020 02:00,8.6,749.1,765.1,0.4,94,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.2,,,2500 or more  or no clouds.,,,9.0,7.7,No precipitation,12,,,,
26.01.2020 23:00,9.8,748.7,764.7,,88,Wind blowing from the north,1,,6,, ,,,8.4,18.2,,,,,,10.0,7.9,No precipitation,6,,,,
26.01.2020 20:00,13.1,748.3,764.2,0.7,65,Wind blowing from the south-southeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.2,,,600-1000,,,18.0,6.5,No precipitation,12,,,,
26.01.2020 17:00,16.3,747.6,763.4,,47,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,8.4,18.2,,,600-1000,,,30.0,5.0,No precipitation,6,,,,
26.01.2020 14:00,14.9,749.4,765.3,-2.7,54,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,15.6,,,600-1000,,,30.0,5.7,0.4,12,,,,
